226.54,12.19
226.89,12.289
227.24,12.388
227.59,12.486
227.95,12.582
228.3,12.678
228.65,12.774
229.01,12.868
229.36,12.961
229.71,13.054
230.07,13.145
230.43,13.236
230.78,13.326
231.14,13.415
231.49,13.503
231.85,13.59
232.21,13.676
232.57,13.762
232.93,13.846
233.29,13.93
233.65,14.013
234.01,14.095
234.37,14.175
234.73,14.255
235.09,14.335
235.45,14.413
235.82,14.49
236.18,14.566
236.54,14.642
236.91,14.716
237.27,14.79
237.63,14.862
238,14.934
238.36,15.005
238.73,15.075
239.1,15.143
239.46,15.211
239.83,15.278
240.2,15.344
240.56,15.409
240.93,15.474
241.3,15.537
241.67,15.599
242.04,15.66
242.41,15.721
242.78,15.78
243.15,15.838
243.52,15.896
243.89,15.952
244.26,16.008
244.63,16.062
245,16.116
245.38,16.168
245.75,16.22
246.12,16.271
246.49,16.32
246.87,16.369
247.24,16.417
247.61,16.463
247.99,16.509
248.36,16.554
248.74,16.598
249.11,16.641
249.49,16.682
249.86,16.723
250.24,16.763
250.61,16.802
250.99,16.84
251.36,16.876
251.74,16.912
252.12,16.947
252.49,16.981
252.87,17.014
253.25,17.046
253.62,17.076
254,17.106
254.38,17.135
254.76,17.163
255.14,17.19
255.51,17.216
255.89,17.24
256.27,17.264
256.65,17.287
257.03,17.309
257.41,17.33
257.79,17.349
258.16,17.368
258.54,17.386
258.92,17.403
259.3,17.418
259.68,17.433
260.06,17.447
260.44,17.459
260.82,17.471
261.2,17.482
261.58,17.491
261.96,17.5
262.34,17.508
262.72,17.514
263.1,17.52
263.48,17.524
263.86,17.528
264.24,17.531
264.62,17.532
265,17.533
265.38,17.532
265.76,17.531
266.14,17.528
266.52,17.524
266.9,17.52
267.28,17.514
267.66,17.508
268.04,17.5
268.42,17.491
268.8,17.482
269.18,17.471
269.56,17.459
269.94,17.447
270.32,17.433
270.7,17.418
271.08,17.403
271.46,17.386
271.83,17.368
272.21,17.349
272.59,17.33
272.97,17.309
273.35,17.287
273.73,17.264
274.11,17.24
274.48,17.216
274.86,17.19
275.24,17.163
275.62,17.135
276,17.106
276.37,17.077
276.75,17.046
277.13,17.014
277.51,16.981
277.88,16.947
278.26,16.912
278.63,16.877
279.01,16.84
279.39,16.802
279.76,16.763
280.14,16.723
280.51,16.682
280.89,16.641
281.26,16.598
281.64,16.554
282.01,16.509
282.39,16.464
282.76,16.417
283.13,16.369
283.51,16.321
283.88,16.271
284.25,16.22
284.62,16.169
285,16.116
285.37,16.062
285.74,16.008
286.11,15.952
286.48,15.896
286.85,15.839
287.22,15.78
287.59,15.721
287.96,15.66
288.33,15.599
288.7,15.537
289.07,15.474
289.43,15.41
289.8,15.345
290.17,15.279
290.54,15.212
290.9,15.144
291.27,15.075
291.63,15.005
292,14.934
292.36,14.863
292.73,14.79
293.09,14.716
293.46,14.642
293.82,14.567
294.18,14.49
294.55,14.413
294.91,14.335
226.44,12.533
226.79,12.632
227.14,12.731
227.49,12.829
227.85,12.927
228.2,13.023
228.55,13.118
228.91,13.213
229.26,13.307
229.62,13.4
229.98,13.492
230.33,13.583
230.69,13.673
231.05,13.762
231.4,13.851
231.76,13.938
232.12,14.025
232.48,14.11
232.84,14.195
233.2,14.279
233.56,14.362
233.92,14.444
234.28,14.526
234.65,14.606
235.01,14.685
235.37,14.764
235.74,14.841
236.1,14.918
236.46,14.994
236.83,15.068
237.19,15.142
237.56,15.215
237.93,15.287
238.29,15.358
238.66,15.428
239.03,15.497
239.39,15.565
239.76,15.633
240.13,15.699
240.5,15.764
240.87,15.829
241.24,15.892
241.61,15.954
241.98,16.016
242.35,16.077
242.72,16.136
243.09,16.195
243.46,16.252
243.83,16.309
244.2,16.365
244.58,16.419
244.95,16.473
245.32,16.526
245.69,16.578
246.07,16.629
246.44,16.678
246.82,16.727
247.19,16.775
247.57,16.822
247.94,16.868
248.32,16.913
248.69,16.957
249.07,17
249.44,17.042
249.82,17.083
250.2,17.123
250.57,17.162
250.95,17.2
251.33,17.237
251.7,17.273
252.08,17.307
252.46,17.341
252.84,17.374
253.21,17.406
253.59,17.437
253.97,17.467
254.35,17.496
254.73,17.524
255.11,17.551
255.49,17.577
255.87,17.602
256.25,17.626
256.63,17.649
257.01,17.67
257.39,17.691
257.77,17.711
258.15,17.73
258.53,17.748
258.91,17.765
259.29,17.78
259.67,17.795
260.05,17.809
260.43,17.822
260.81,17.833
261.19,17.844
261.57,17.854
261.95,17.862
262.33,17.87
262.71,17.877
263.09,17.882
263.47,17.887
263.86,17.89
264.24,17.893
264.62,17.895
265,17.895
265.38,17.895
265.76,17.893
266.14,17.89
266.52,17.887
266.9,17.882
267.29,17.877
267.67,17.87
268.05,17.862
268.43,17.854
268.81,17.844
269.19,17.833
269.57,17.822
269.95,17.809
270.33,17.795
270.71,17.78
271.09,17.765
271.47,17.748
271.85,17.73
272.23,17.711
272.61,17.691
272.99,17.671
273.37,17.649
273.75,17.626
274.13,17.602
274.51,17.577
274.89,17.551
275.27,17.524
275.65,17.496
276.03,17.467
276.41,17.437
276.78,17.406
277.16,17.374
277.54,17.342
277.92,17.308
278.3,17.273
278.67,17.237
279.05,17.2
279.43,17.162
279.8,17.123
280.18,17.083
280.56,17.042
280.93,17
281.31,16.957
281.68,16.913
282.06,16.868
282.43,16.822
282.81,16.775
283.18,16.728
283.56,16.679
283.93,16.629
284.3,16.578
284.68,16.526
285.05,16.473
285.42,16.42
285.8,16.365
286.17,16.309
286.54,16.253
286.91,16.195
287.28,16.136
287.65,16.077
288.02,16.016
288.39,15.955
288.76,15.892
289.13,15.829
289.5,15.764
289.87,15.699
290.24,15.633
290.61,15.566
290.97,15.497
291.34,15.428
291.71,15.358
292.07,15.287
292.44,15.215
292.8,15.142
293.17,15.069
293.53,14.994
293.9,14.918
294.26,14.842
294.63,14.764
294.99,14.686
226.34,12.875
226.69,12.976
227.04,13.075
227.39,13.173
227.75,13.271
228.1,13.368
228.46,13.463
228.81,13.558
229.17,13.653
229.52,13.746
229.88,13.838
230.24,13.93
230.6,14.02
230.95,14.11
231.31,14.199
231.67,14.286
232.03,14.373
232.39,14.459
232.75,14.545
233.11,14.629
233.48,14.712
233.84,14.795
234.2,14.876
234.56,14.957
234.93,15.036
235.29,15.115
235.66,15.193
236.02,15.27
236.39,15.346
236.75,15.421
